num_pages,source_fn,txt_fn,collection,num_chars,num_tokens,num_sentences,token_len,sentence_len,tokens_per_page,ISIN,country,pdf_only,language,is_empty
30,Final_terms/Country_of_origin_DE/lang_DE_EN/DE000HLB3AV5.pdf,Final_terms/DE000HLB3AV5.pdf.txt,Final_terms,70039.0,11063.0,413.0,6.3309228961402875,26.786924939467312,368.76666666666665,DE000HLB3AV5,DE,False,DE,
100,Brochures_and_InfoMaterials/Country_of_origin_DE/lang_DE/etf_handbuch_2018.pdf,Brochures_and_InfoMaterials/etf_handbuch_2018.pdf.txt,Informational_materials,145584.0,25499.0,1399.0,5.709400368641908,18.226590421729806,254.99,,,False,DE,
14,Final_terms/Country_of_origin_DE/lang_DE_EN/DE000LB2BXZ6.pdf,Final_terms/DE000LB2BXZ6.pdf.txt,Final_terms,46104.0,7468.0,289.0,6.173540439207285,25.84083044982699,533.4285714285714,DE000LB2BXZ6,DE,False,DE,
30,Final_terms/Country_of_origin_DE/lang_DE_EN/DE000LB2CWK8.pdf,Final_terms/DE000LB2CWK8.pdf.txt,Final_terms,92784.0,15000.0,575.0,6.1856,26.08695652173913,500.0,DE000LB2CWK8,DE,False,DE,
1,Final_terms/Country_of_origin_DE/lang_DE_EN/DE000BLB94A1.pdf,Final_terms/DE000BLB94A1.pdf.txt,Final_terms,1562.0,257.0,55.0,6.0778210116731515,4.672727272727273,257.0,DE000BLB94A1,DE,False,"EN,DE",
27,Final_terms/Country_of_origin_DE/lang_DE_EN/DE000BLB56P8.pdf,Final_terms/DE000BLB56P8.pdf.txt,Final_terms,55315.0,9228.0,331.0,5.9942566103164285,27.87915407854985,341.77777777777777,DE000BLB56P8,DE,False,DE,
11,Final_terms/Country_of_origin_DE/lang_DE_EN/DE000DFK0QA2.pdf,Final_terms/DE000DFK0QA2.pdf.txt,Final_terms,19970.0,3732.0,211.0,5.35101822079314,17.687203791469194,339.27272727272725,DE000DFK0QA2,DE,False,"EN,DE",
9,Final_terms/Country_of_origin_DE/lang_DE_EN/DE000DFK0FD9.pdf,Final_terms/DE000DFK0FD9.pdf.txt,Final_terms,18492.0,3439.0,204.0,5.377144518755452,16.857843137254903,382.1111111111111,DE000DFK0FD9,DE,False,"EN,DE",
53,Final_terms/Country_of_origin_DE/lang_DE_EN/DE000DK0BVR0_FT.pdf,,Final_terms,,,,,,,,,True,,
15,Final_terms/Country_of_origin_DE/lang_DE_EN/DE000LB2BS47.pdf,Final_terms/DE000LB2BS47.pdf.txt,Final_terms,47770.0,7696.0,303.0,6.207120582120582,25.3993399339934,513.0666666666667,DE000LB2BS47,DE,False,DE,
